age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income_>50K,pred_id,prob_class_1,prediction,timestamp
29,Private,119052,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,0,c23f63b4-5014-484b-be43-c536c71ad62d,0.0036689145063232946,0,2024-01-10 15:00:00
19,,263338,Some-college,10,Never-married,,Own-child,White,Male,0,0,45,United-States,0,9d2f4072-05f4-4740-b4d8-5191a486c10a,0.016583972985199348,0,2024-01-10 15:09:00
49,Private,192323,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,a68163dd-2c62-4b85-afe6-e31ddae48504,0.2960938660125757,0,2024-01-10 15:19:00
17,Private,53611,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,6,United-States,0,31d5240b-8e5e-4730-8252-0c009f9a0a7b,0.0005421047016317032,0,2024-01-10 15:33:00
37,Private,185567,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,1,d726f4b4-6d39-400b-97e3-3584ecb906bb,0.03694881015235066,0,2024-01-10 15:42:00
39,Private,343403,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,36,United-States,0,6952669d-5b1e-4e89-a146-a5119c45b940,0.3240137060019248,0,2024-01-10 15:52:00
19,Private,64112,12th,8,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,819cca31-7697-46d3-8f2e-c35c882a6a7e,0.0016261374540947784,0,2024-01-10 16:00:00
43,Private,193882,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,b6ea685c-02a0-4cd0-9527-a504ef733fe2,0.41585993953738964,0,2024-01-10 16:11:00
49,Local-gov,199378,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,937141e0-67e3-45ea-958d-4ee3948b2e2c,0.25323134487010196,0,2024-01-10 16:17:00
38,Private,189404,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,35,,0,0df5a2bf-9fc3-4632-881f-b8322a86a507,0.050592187908224874,0,2024-01-10 16:27:00
23,Local-gov,185575,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0,3489dd75-a581-4c2a-93cc-dd93991c1025,0.036924431530507056,0,2024-01-10 16:42:00
61,State-gov,254890,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,ba47c6ad-488a-41e3-acd0-13282ba25569,0.32085843552031984,0,2024-01-10 16:52:00
30,Self-emp-not-inc,70985,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,75,United-States,0,e7355fae-9c69-4b00-b4f6-13771a96a199,0.05978803668567477,0,2024-01-10 17:00:00
24,Private,113631,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,432b1d50-aa44-416a-82cd-2a6fc6408a4a,0.06572403738999047,0,2024-01-10 17:10:00
76,Private,127016,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,0,49dd1544-bc35-4d11-8ab4-3c3aeeb9a84e,0.013418128241708564,0,2024-01-10 17:21:00
18,Private,181755,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,0,a5fa5511-6044-4669-bff9-9f6228714a48,0.01961632697035723,0,2024-01-10 17:31:00
48,Private,265295,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,70,United-States,0,f3319620-9a4f-45b6-a496-5ab19bee5d1f,0.17770112202804403,0,2024-01-10 17:39:00
60,Private,96099,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4101,0,60,United-States,0,f09d5d6b-039d-4b5f-82d3-66f36bfbc72b,0.70928526908688,1,2024-01-10 17:50:00
39,Private,240468,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,0,1fb04817-11e9-4e23-9d49-f6e15b61a63c,0.06428258807449788,0,2024-01-10 17:59:00
59,Self-emp-inc,146477,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,759bdaa2-5597-4ac0-9867-f1f7bdef1e32,0.8866341924541661,1,2024-01-10 18:12:00
23,Private,289982,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0,bd17e688-2d1d-461a-80ea-bb73f2975fd4,0.013703257287133973,0,2024-01-10 18:21:00
27,Private,201872,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,2de45121-0608-40ed-a54f-44f291da39bf,0.402136254389521,0,2024-01-10 18:28:00
20,Private,223515,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0,230b7568-964c-4bc9-b08b-f7213c8828c4,0.021277817864428054,0,2024-01-10 18:41:00
55,Private,183884,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,0,74dbacbe-00c9-4739-8fef-d19683d5a7f5,0.08131582236568553,0,2024-01-10 18:52:00
43,Private,124692,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,08a39723-7f95-4fb5-951c-8ef492cc50a0,0.6557590387191667,1,2024-01-10 19:02:00
34,Self-emp-not-inc,59469,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,0,990339c2-7175-4b4d-81ab-ccd23d50db35,0.08722371562957837,0,2024-01-10 19:10:00
90,Private,226968,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,123b405e-d27f-48a3-8651-9edce93a67b9,0.16970052704073169,0,2024-01-10 19:19:00
39,Local-gov,167571,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,2885,0,30,United-States,0,ca6b4023-c067-4978-97f5-6aec667e35c1,0.330963157834112,0,2024-01-10 19:27:00
24,Private,217602,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0,17cd34a7-0821-4c29-9792-6f780019248a,0.06867213346929955,0,2024-01-10 19:39:00
46,Private,269045,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,1,d6759429-4415-4eab-9c8d-612365ed6d32,0.7703210426565829,1,2024-01-10 19:52:00
42,Private,285066,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,45a4be66-54ad-4f48-8d6c-c3357d71fc54,0.7393757546265384,1,2024-01-10 19:59:00
38,Private,357173,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,cd8dc602-1d7e-4e9b-a309-33bdf47ab02a,0.25784889677379746,0,2024-01-10 20:13:00
26,Private,599057,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,37,United-States,0,411e9fdd-2df7-446d-8808-a61394a9c147,0.01723578322704865,0,2024-01-10 20:17:00
51,Private,237295,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,0122a317-36c2-4446-b3c9-2d2ae4a90b5a,0.04075360831548477,0,2024-01-10 20:27:00
61,Private,175331,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,30c9605e-cfb9-46ae-90b6-20c976c53977,0.16410188738777576,0,2024-01-10 20:43:00
21,Private,201179,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,fc3cdfa0-ae68-4b57-a409-c74a786b13e6,0.013199894484900552,0,2024-01-10 20:50:00
31,Private,257644,11th,7,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,0,1ec3e190-db07-47c9-bafd-c68abe32d68f,0.02975196737310401,0,2024-01-10 20:59:00
44,State-gov,166597,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,8f524389-b12b-4782-91ac-46920c6bab41,0.5787283653424059,1,2024-01-10 21:11:00
49,Private,174426,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,United-States,1,3c373f7d-ac7a-4c42-bf15-05ac311cf9cf,0.7817378996084268,1,2024-01-10 21:22:00
28,Private,210945,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,35,Haiti,0,93709ebb-d9d0-4e82-997e-a1674875701f,0.17319702049740465,0,2024-01-10 21:31:00
52,Private,389270,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,0,406d4965-0864-4761-8a4b-0d74a5c6cb36,0.04272362474806858,0,2024-01-10 21:38:00
56,Private,197875,10th,6,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,0,ec231abf-e228-4bb1-a020-cedd946e2a24,0.014045767766494455,0,2024-01-10 21:52:00
