age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income_>50K,pred_id,prob_class_1,prediction,timestamp
23,Private,391171,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,25,United-States,0,6e50d37c-9b33-4f7a-9110-e4b8277f2b44,0.016271556152709202,0,2024-03-10 05:19:00
33,Private,256362,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,0,99784136-d19d-44b0-8d67-9a1593f71d5a,0.032822983716299034,0,2024-03-10 05:33:00
38,Private,82622,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0,ee569f0e-1fce-4214-8107-68ac4fadf0d0,0.06225137730492149,0,2024-03-10 05:37:00
27,Private,122913,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,ab4baeba-1385-4348-bc6f-c3b299b384e7,0.03137491853939941,0,2024-03-10 05:47:00
18,,41385,HS-grad,9,Married-civ-spouse,,Husband,White,Male,4508,0,40,United-States,0,9f1191e8-8625-493c-8725-30d265ddf992,0.3223562982084885,0,2024-03-10 06:03:00
41,Federal-gov,149102,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,1980,40,United-States,0,99726c91-36c9-4568-9d81-9f8f089d4841,0.06259826376509382,0,2024-03-10 06:10:00
36,Self-emp-not-inc,48585,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,4,United-States,0,6fb51ccd-d827-4d76-9df5-befa1000dbfa,0.12019488257603901,0,2024-03-10 06:18:00
42,Federal-gov,198316,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,14051844-7a5c-4c6c-be51-78f147b329b9,0.8164286016120572,1,2024-03-10 06:28:00
23,Private,128604,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,48,South,0,7a5c6583-c924-47ca-81ae-e861f81c4907,0.0034817254016267065,0,2024-03-10 06:37:00
48,Self-emp-not-inc,82098,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,65,United-States,0,ec6ca4e6-20b6-4707-bb4f-7495cef4c7c9,0.481385561669167,0,2024-03-10 06:48:00
65,,327154,HS-grad,9,Widowed,,Unmarried,White,Female,0,0,40,United-States,0,c3c2f7f2-87c1-4e78-8d86-024936b31a85,0.02988704450804674,0,2024-03-10 07:03:00
56,Private,201817,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0,a5055f01-17bb-47cb-ae88-6afb35c8763d,0.02079584181400565,0,2024-03-10 07:09:00
36,Private,293528,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,0,0,3,United-States,0,440dade6-3390-4c25-937f-2df5ba93c3c4,0.012190903012738478,0,2024-03-10 07:22:00
40,Self-emp-not-inc,34037,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,United-States,0,51b0a8d2-eda9-4aed-8962-d7afb000d140,0.006958544449471056,0,2024-03-10 07:28:00
42,Private,195096,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,0,5512c95e-0fb1-4926-ac77-bb93fa062b62,0.6722162297842941,1,2024-03-10 07:38:00
22,Private,176178,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0,fad88355-6016-4834-9ddf-9ac067d08a33,0.006177557949080583,0,2024-03-10 07:48:00
43,Private,172364,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Female,0,0,48,United-States,0,55de4afb-6022-4a54-9017-b83a8430bf17,0.05134964836876984,0,2024-03-10 08:02:00
23,Private,230315,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Dominican-Republic,0,901838eb-ab85-4959-a505-cbd64eabe790,0.018955664281823145,0,2024-03-10 08:09:00
47,Private,246739,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States,1,a0f93ae3-1ae1-42bc-8d01-b1986e8d1ccc,0.9999999999999996,1,2024-03-10 08:21:00
47,Federal-gov,117628,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,91b6b56b-b76b-4dab-8168-83fd134f92f3,0.3494403382944593,0,2024-03-10 08:28:00
33,Local-gov,217304,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,0,a4649b1d-5dc0-4223-a957-20c967fc3524,0.05171113147242728,0,2024-03-10 08:37:00
45,Private,167617,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,cae54e37-3e31-4920-922d-959b88650f3d,0.3412941372969449,0,2024-03-10 08:50:00
43,State-gov,78765,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,0,2242bfc2-53dc-4198-988d-e8d324815b07,0.13095343568124326,0,2024-03-10 08:58:00
36,Private,345310,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,0,3b3d77d4-02c8-4cec-ae1d-a66d7546f81f,0.022569595175674396,0,2024-03-10 09:10:00
69,Private,113035,1st-4th,2,Widowed,Priv-house-serv,Not-in-family,Black,Female,0,0,4,United-States,0,feed2d42-d0c8-4b4b-ac37-0ce5d4b63b2c,0.004915175442086269,0,2024-03-10 09:17:00
67,Private,171584,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,6514,0,7,United-States,1,c9a46138-200f-4965-ba49-590adb7f5bde,0.897389209834566,1,2024-03-10 09:32:00
31,Private,120857,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,18,United-States,0,e82d216f-681c-4371-aa22-43b42ace9c1b,0.1666516405672662,0,2024-03-10 09:41:00
34,Private,101345,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,1,59ac0f2e-312c-4cdb-9f63-825d326bac96,0.5955467850978692,1,2024-03-10 09:51:00
51,Private,81534,11th,7,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,35,United-States,0,456939d1-5a42-49b1-adb9-58894c5f3ff4,0.014234946777199487,0,2024-03-10 10:00:00
24,Local-gov,140647,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,36,United-States,0,8406a703-7334-4188-b249-9f6a65167c53,0.00885801775309869,0,2024-03-10 10:10:00
41,Self-emp-inc,114967,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,1,8974b763-03ab-455e-9000-1347cffb8071,0.5357807326984623,1,2024-03-10 10:22:00
22,Private,113062,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0,2ba660cf-a553-4140-b712-f8e9eebc66ed,0.04148968301829985,0,2024-03-10 10:32:00
24,Self-emp-not-inc,194102,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0,98992b51-f5d5-43a7-b3de-0293d6f55995,0.06262724079900467,0,2024-03-10 10:40:00
39,Self-emp-inc,172927,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,1,1cca4809-c33c-4f75-8083-f58870e85ae0,0.9964687915816182,1,2024-03-10 10:47:00
39,Private,76417,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,725e8f41-e23f-4694-91e0-4c51487cfbd3,0.7057104695871801,1,2024-03-10 11:00:00
29,Private,205499,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,0,dfd61170-1a4c-41a2-ac01-2b01874159d8,0.2867482732226481,0,2024-03-10 11:12:00
54,Private,288557,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,46,United-States,0,eee55116-6ff5-4378-93a1-7ef45a8b79d3,0.05710346333305514,0,2024-03-10 11:21:00
29,Private,162257,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,a5b31217-ccb2-4231-90b5-ae1e06d169d0,0.4285102389119191,0,2024-03-10 11:27:00
23,Private,250630,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0,1bc9cc30-0e24-4f8c-8060-8e2cee5905b3,0.04781119556646868,0,2024-03-10 11:39:00
42,Self-emp-not-inc,221581,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0,2da6833f-3df2-4473-aeb1-11b1f4a82a60,0.013735003630958082,0,2024-03-10 11:53:00
22,Private,253799,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,,0,2124b962-834d-4883-b9ff-ea59c4b2e52d,0.46013759585905345,0,2024-03-10 12:00:00
53,Private,227475,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,0,68eab7dc-72b4-4321-ad23-81d25e0184c4,0.15132614224451837,0,2024-03-10 12:11:00
17,Private,270942,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,35,Mexico,0,a11ec22a-8aae-4c60-b818-c7d00ef625b9,0.00609251377556488,0,2024-03-10 12:21:00
36,Private,182074,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,0,2f33ddd7-1ef1-4877-b3e2-b8977dc2bff8,0.06105788187369967,0,2024-03-10 12:33:00
27,Private,366066,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0,23cee585-5856-4107-a8a7-52a888f78693,0.022873431022230793,0,2024-03-10 12:38:00
58,Private,100313,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,40,United-States,1,974785d8-dc13-4cb3-8674-c7a46034e65c,0.6726196231363126,1,2024-03-10 12:52:00
21,Private,131473,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,20,Vietnam,0,6fbe94c7-aefc-4c72-af7e-3d947c491c4f,0.01215037029331033,0,2024-03-10 12:59:00
50,Local-gov,163998,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,44,United-States,1,1d526b6b-8929-4272-8ef9-827e580d90ad,0.585528711396205,1,2024-03-10 13:11:00
20,Private,284737,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0,430c182b-7731-4d51-8e7e-e27961aeaa64,0.012780073177847219,0,2024-03-10 13:22:00
36,Private,183279,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,e9db16b9-ce3b-462c-b203-15d32cd43aab,0.22624330555014788,0,2024-03-10 13:28:00
64,Private,137135,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,0,dab5f4d2-32c7-4e37-b784-5c8bc2f0d5f4,0.38257978939888354,0,2024-03-10 13:40:00
20,Private,172232,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,48,United-States,0,986997c2-432e-4be2-b7b8-8e21007c2d78,0.01571335628160577,0,2024-03-10 13:49:00
36,Private,114055,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,White,Female,3325,0,40,United-States,0,62991d56-0133-4154-a88b-26423e153f44,0.09937066608691669,0,2024-03-10 13:58:00
41,Private,590204,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States,1,3a43fae5-506b-4b6e-91fc-39c2c3951539,0.9982196529600236,1,2024-03-10 14:11:00
47,Private,115613,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,3c234ffa-91c9-49a4-9bf6-6c15d0c7dd92,0.3333871001804946,0,2024-03-10 14:19:00
49,Self-emp-inc,306289,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,f35187c7-7977-48d0-8ffa-3efec613bd6f,0.5543537453524275,1,2024-03-10 14:31:00
35,Self-emp-inc,338320,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,20cd6638-7b26-49c6-bdb0-1ddc359623b3,0.5336306469339925,1,2024-03-10 14:42:00
48,Private,196707,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0a4ab830-a63e-42f3-b78e-a485381418e4,0.41063122991244333,0,2024-03-10 14:53:00
22,Private,51985,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,0,be51d18a-afbe-4af0-83c9-e8b69da08b80,0.015890411614282396,0,2024-03-10 14:57:00
21,Private,254904,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,0,2abc5162-1783-407f-b137-8790dfa3934d,0.0064024705285435825,0,2024-03-10 15:12:00
44,Federal-gov,29591,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,2258,40,United-States,1,a39b5717-c27b-4744-8b2f-637de40d87d5,0.5909465747401063,1,2024-03-10 15:17:00
34,Private,188246,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,54885537-77bf-45fc-a8f1-6155d1713806,0.1834479681912434,0,2024-03-10 15:30:00
78,,27979,HS-grad,9,Married-civ-spouse,,Husband,White,Male,2228,0,32,United-States,0,42f5c2bf-f458-48f9-9086-0a027d3dba78,0.47714648784981023,0,2024-03-10 15:39:00
35,Private,332588,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,0,983a7aa2-d9b7-4b2b-af64-ab809382fc00,0.0150255267031914,0,2024-03-10 15:47:00
59,,188070,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,35,United-States,1,c25d5799-48e8-4956-98d9-fe0d6f74061d,0.5832979981141869,1,2024-03-10 16:01:00
27,Local-gov,255237,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,1aea9c89-e863-4f91-b9de-1f418134920c,0.05221956334152981,0,2024-03-10 16:10:00
25,Private,149875,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,b8bd6ac8-f3fc-4305-a08e-c0e4a74a82c5,0.09350854891270871,0,2024-03-10 16:20:00
34,Private,240979,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,80,United-States,0,3aa07539-6e11-4562-90c3-27866bbb4956,0.11435064168608984,0,2024-03-10 16:28:00
28,Private,144063,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,e58f5afe-faf0-4127-998e-03d68e238957,0.313023380139669,0,2024-03-10 16:38:00
48,Private,366089,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,a93169f3-993b-4110-9917-340e66ee2cb2,0.8563083479839327,1,2024-03-10 16:47:00
40,Self-emp-inc,301007,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0,f0243d91-242b-4010-9b3a-b65237fabdfe,0.8501053165705322,1,2024-03-10 17:01:00
26,Private,219199,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,46fe9ee0-d26a-412b-830b-8b2833f4d75d,0.010889546867429796,0,2024-03-10 17:12:00
68,,108683,Some-college,10,Married-civ-spouse,,Wife,White,Female,0,0,12,United-States,1,0237ebea-222e-496d-aab8-baacf4cf8fdf,0.2251430984244667,0,2024-03-10 17:19:00
24,Local-gov,317443,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,0,e021b665-92cc-475f-8c93-ad0db9356418,0.4956911525728308,0,2024-03-10 17:30:00
25,Private,169905,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,27828,0,40,United-States,1,b58bc737-3e4d-4f07-87c6-15c40127dead,0.9983895239667403,1,2024-03-10 17:41:00
39,Private,498785,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,9dec5aba-c409-4ed7-81d4-1aa362559159,0.04950636128112172,0,2024-03-10 17:49:00
39,Private,290922,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0,7232584a-cd88-4c75-8e17-1161959dd398,0.0865186257261584,0,2024-03-10 17:57:00
71,,205011,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,10,United-States,0,db43d4b6-2b46-4eef-87d9-6c5e9621f423,0.24046186893223676,0,2024-03-10 18:07:00
52,Private,83984,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Female,0,0,40,United-States,0,b5ccf593-7f66-40e7-b15d-be3ce2e2966b,0.1799688983429988,0,2024-03-10 18:18:00
45,Private,182541,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0e023b1c-9ef2-4242-a4ee-d1d492aab253,0.35339397026483477,0,2024-03-10 18:27:00
21,Private,175121,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0,23a425a6-d29d-4c97-aa8e-4c2a0570edec,0.004403321242202734,0,2024-03-10 18:43:00
74,Self-emp-not-inc,168951,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,14,United-States,0,478dcf21-ac19-4e8b-b07d-4c3f94c159c5,0.03968800660783476,0,2024-03-10 18:50:00
35,Private,210945,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1,5652a704-e381-4ce9-9091-9302c7b95aa5,0.8045945689888181,1,2024-03-10 18:57:00
19,Private,530454,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,0,673029c4-4c7d-4d62-9a69-91033d48a1b6,0.012163691100033257,0,2024-03-10 19:12:00
22,Private,193586,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,0,5ae17bc5-1c0f-4574-b152-d56a42ab116b,0.008253982549040242,0,2024-03-10 19:17:00
59,Federal-gov,51662,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,6fb8e6f9-d23c-49c6-bb00-1f9933f8c946,0.03888557760838459,0,2024-03-10 19:33:00
25,Private,324372,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,0,b34aab8b-1bb2-4ecf-8772-cf7ae1c2ac2f,0.007204765257536264,0,2024-03-10 19:41:00
38,Private,52263,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0,b81bd6d6-715b-43f8-8147-1a4ad047131a,0.13827827013455815,0,2024-03-10 19:52:00
43,Private,226902,Bachelors,13,Divorced,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,0,0f607ba7-d8be-4bd3-99a9-e0e53af882b8,0.059132184496681645,0,2024-03-10 19:57:00
39,Private,106964,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,1977,55,United-States,1,eb104eae-f9a2-422c-bddf-fa6831c9f4dc,0.9023320942057197,1,2024-03-10 20:09:00
27,Private,179915,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,99,United-States,0,d33a6092-58e9-4b35-afe3-928ea1a565d7,0.23094101906810116,0,2024-03-10 20:22:00
61,Federal-gov,512864,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0,2d0c9378-08fd-4b01-891a-0b4968f9c575,0.4758512121857363,0,2024-03-10 20:30:00
30,Private,398827,HS-grad,9,Married-AF-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,0,2f6b438f-836e-418d-8850-2d9a0904349b,0.20795695395483013,0,2024-03-10 20:40:00
75,Self-emp-inc,134414,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,5475224f-a0a0-4d46-a048-6a9e0738f404,0.7676754407796813,1,2024-03-10 20:49:00
45,Private,213620,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0,3556227d-47e3-4475-9b5a-f0c73cb01eff,0.012354118840841552,0,2024-03-10 21:01:00
24,Private,153542,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,35,United-States,0,82321a06-cebe-469b-98c9-c83f76fc20e6,0.01408810027501482,0,2024-03-10 21:08:00
21,Private,238917,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,0,c9c0718e-4441-4273-a645-31c2081aa72e,0.08879985585252159,0,2024-03-10 21:23:00
63,Private,30602,7th-8th,4,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,0,51fa3f0f-f3cd-400c-91bc-1bb9c184ba04,0.006320400709392614,0,2024-03-10 21:30:00
52,Self-emp-not-inc,313243,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,1,aa340f34-76a5-4894-92a8-680112309c5f,0.28581271938886743,0,2024-03-10 21:41:00
